MS SubClass,MS Zoning,Lot Area,Neighborhood,Overall Qual,Year Built,Gr Liv Area,Bsmt Full Bath,Full Bath,Bedroom AbvGr,Garage Cars,Garage Area,SalePrice
20,RL,8593,NAmes,4,1957,907,0,1,3,1,352,109008
20,RL,8475,NAmes,4,1956,952,0,1,2,1,283,135750
20,RL,8700,NAmes,5,1963,1128,1,2,3,2,525,155000
20,RL,10175,NAmes,6,1964,1425,0,2,3,2,576,180500
80,RL,9020,NAmes,6,1966,1165,1,1,3,2,490,174900
20,RL,9200,NAmes,6,1965,1136,1,1,3,1,384,140000
20,RL,8250,NAmes,6,1964,1092,1,1,3,2,504,145000
80,RL,9350,NAmes,5,1965,1265,0,2,3,2,502,179900
80,RL,9020,NAmes,6,1964,1350,1,1,3,2,520,168500
20,RL,9900,NAmes,5,1961,1114,1,1,3,2,451,140000
20,RL,10007,NAmes,5,1959,1053,1,1,3,1,312,145500
20,RL,10721,NAmes,6,1959,1252,0,1,3,2,528,142000
20,RL,12493,NAmes,4,1960,1100,1,1,3,1,312,141000
20,RL,11332,NAmes,5,1960,1118,1,1,3,1,264,153000
20,RL,6627,BrkSide,3,1949,720,0,1,2,1,287,72500
30,RL,4130,BrkSide,3,1935,729,0,1,2,0,0,52000
190,RL,7420,BrkSide,5,1939,1077,1,1,2,1,205,118000
70,RL,4882,BrkSide,4,1937,906,0,1,2,1,231,87000
20,RL,9600,NAmes,5,1960,1496,0,2,3,2,450,141500
50,RL,9600,NAmes,6,1950,1252,0,1,3,1,288,119000
20,RL,9600,NAmes,5,1950,1337,1,1,3,1,264,141500
80,RL,9600,NAmes,6,1955,1661,1,1,3,1,377,165500
20,RL,7584,NAmes,5,1953,1036,0,1,3,1,312,112900
60,RL,13700,NAmes,7,1965,1820,0,1,4,2,492,201800
20,RL,10197,NAmes,6,1961,1362,1,1,3,2,504,163000
20,RL,7875,NAmes,5,1961,1144,1,1,3,2,456,139950
20,RL,8400,NAmes,6,1962,1537,1,1,3,2,462,174000
80,RL,9150,NAmes,6,1962,1431,0,1,3,1,296,165000
60,RL,14670,NAmes,6,1966,1988,0,2,4,2,480,227000
20,RL,7390,NAmes,5,1955,1098,1,1,3,1,260,135000
20,RL,9204,NAmes,5,1963,1144,1,1,3,1,336,124000
20,RL,7763,NAmes,5,1962,1283,1,1,3,2,506,140000
20,RL,8856,NAmes,5,1957,1176,1,1,3,1,292,136500
20,RL,9840,NAmes,5,1959,1440,1,2,2,1,480,185000
20,RL,9120,NAmes,6,1958,1261,1,1,3,2,433,163000
20,RL,13200,NAmes,6,1958,1570,1,1,3,2,441,166800
20,RL,9000,NAmes,6,1956,1196,1,1,2,1,297,139000
20,RL,11900,NAmes,6,1957,1392,1,1,3,2,458,166000
20,RL,9464,NAmes,6,1958,1080,0,1,3,1,288,136000
20,RL,10425,NAmes,5,1956,1104,1,1,3,1,384,133000
20,RL,11556,NAmes,5,1952,882,1,1,2,1,240,116000
20,RL,9373,NAmes,5,1953,1152,0,1,3,2,636,137500
20,RL,12774,NAmes,5,1953,950,0,1,2,2,400,130000
20,RL,14250,NAmes,6,1957,1790,0,2,3,2,540,180000
20,RL,7350,NAmes,5,1951,952,1,1,2,2,840,139000
20,RL,7677,NAmes,5,1953,773,0,1,2,1,240,110000
20,RL,8838,NAmes,5,1957,1764,0,2,4,1,301,100000
50,RL,8480,NAmes,5,1947,1216,0,1,2,1,336,118500
90,RL,12436,NAmes,5,1957,1824,0,2,5,2,484,146000
20,RL,10122,OldTown,4,1948,869,0,1,1,1,390,89900
50,RL,7506,OldTown,5,1925,1159,0,1,3,1,288,114000
50,RL,10930,NAmes,5,1945,1558,1,1,3,1,288,140000
30,RL,5400,OldTown,4,1940,672,0,1,2,1,308,86900
50,RL,10836,OldTown,5,1922,1436,0,1,3,4,1488,139000
190,RL,10800,OldTown,4,1900,1294,0,2,3,0,0,106250
60,RL,9247,NAmes,6,1962,1716,0,1,4,2,490,171000
20,RL,10180,NAmes,5,1968,1044,0,1,3,2,372,139000
20,RL,11355,NAmes,7,1958,1312,0,1,3,2,495,186000
20,RL,10920,NAmes,6,1960,1253,1,1,2,1,352,157000
20,RL,12929,NAmes,6,1960,1081,1,1,3,1,401,148000
20,RL,27650,NAmes,7,1960,2069,1,2,4,2,505,242000
20,RL,8892,NAmes,5,1953,910,0,1,3,2,414,116000
20,RL,7200,NAmes,5,1951,876,0,1,2,2,576,94000
20,RL,7200,NAmes,5,1950,1048,0,1,3,2,420,98300
80,RL,7910,NAmes,5,1960,1507,0,2,4,1,404,127000
20,RL,8000,NAmes,5,1959,1256,1,1,3,1,311,159000
20,RL,8000,NAmes,5,1962,1027,0,1,3,1,299,125900
20,RL,7931,NAmes,5,1960,1269,0,1,3,1,308,155000
50,RL,8064,NAmes,6,1948,1320,0,2,3,2,576,138000
45,RL,6390,NAmes,6,1954,984,1,1,2,1,280,112500
45,RL,7227,NAmes,6,1954,832,0,1,2,2,528,105500
50,RL,7200,NAmes,6,1954,1278,0,1,4,1,240,127500
90,RL,8513,NAmes,5,1961,1800,0,2,6,0,0,130000
50,RL,7200,NAmes,5,1955,1588,0,1,3,2,480,150000
20,RL,7200,NAmes,5,1954,825,0,1,2,1,350,109500
60,RL,7056,NAmes,6,1963,1796,1,1,4,2,483,140000
60,RL,9760,NAmes,6,1964,1611,1,1,4,2,442,167900
20,RL,7590,NAmes,5,1963,1117,0,1,3,1,264,136870
20,RM,9836,OldTown,6,2008,1133,1,1,3,1,308,143000
30,RM,5232,OldTown,5,1925,764,0,1,2,2,504,73000
70,RM,10440,OldTown,5,1904,1539,0,2,3,2,686,157500
50,RM,9184,OldTown,5,1948,1323,0,1,3,2,400,122600
70,RM,4800,OldTown,5,1910,1360,0,1,2,1,330,111000
50,RM,10440,OldTown,6,1920,2792,0,2,5,2,520,256000
30,RM,4800,OldTown,5,1940,672,0,1,2,1,256,64000
75,RM,6000,OldTown,6,1915,1456,0,1,4,1,308,139500
190,RM,11426,OldTown,4,1910,1594,0,2,3,0,0,118000
50,RM,11426,OldTown,7,2003,2082,0,2,3,2,484,200000
50,RM,7628,OldTown,4,1940,1656,0,2,2,2,440,119164
50,RM,7308,OldTown,5,1920,1740,0,1,2,1,225,122250
30,RM,5400,OldTown,7,1920,1027,0,1,2,0,0,120000
190,RM,10800,OldTown,6,1940,1436,0,2,3,2,828,155000
30,RM,6756,OldTown,5,1910,899,0,1,2,1,200,78000
50,RM,5914,OldTown,5,1890,1080,0,1,3,0,0,95000
20,RM,6000,OldTown,5,1948,789,0,1,2,1,250,115000
20,RM,12000,OldTown,5,1948,1122,1,1,2,2,528,147000
50,RM,9000,OldTown,5,1946,1499,0,1,3,3,869,140000
20,RM,7311,OldTown,2,1946,407,0,1,1,1,297,46500
20,RM,6000,OldTown,5,1957,928,0,1,3,1,288,112500
20,RM,6000,OldTown,4,1954,901,0,1,2,1,281,107900
20,RM,12205,OldTown,3,1949,1588,0,2,5,0,0,65000
75,RM,18386,OldTown,7,1880,3493,0,3,3,3,870,295000
190,RM,9142,OldTown,5,1900,1627,0,2,4,2,420,139500
50,RM,12665,OldTown,5,1915,1416,0,1,4,3,720,153900
75,RM,5350,OldTown,7,1920,1450,0,1,3,1,288,132000
70,RM,4571,OldTown,5,1916,1344,0,1,4,3,513,98000
50,RM,9143,OldTown,5,1900,1017,0,1,2,1,308,114000
190,RM,9600,OldTown,5,1920,2350,0,2,4,2,393,130000
75,RM,9600,OldTown,6,1917,2058,0,1,3,2,396,129500
70,RM,6000,OldTown,5,1905,1540,0,1,3,0,0,129400
70,RM,9600,OldTown,7,1928,1378,0,2,3,2,360,161000
190,RM,10800,OldTown,6,1905,1912,0,2,3,2,672,163000
75,RM,6300,OldTown,6,1914,1484,0,2,3,0,0,128000
70,RM,5250,OldTown,8,1872,2358,0,2,4,0,0,122000
50,RM,5700,OldTown,7,1926,1111,0,1,2,1,288,116900
75,RM,13500,OldTown,10,1893,2775,0,3,3,2,880,325000
70,RM,11340,OldTown,2,1920,1086,0,1,2,2,400,55000
70,RM,10800,OldTown,7,1890,2495,0,2,5,2,342,184000
20,RM,9750,OldTown,5,1959,984,1,1,2,1,308,110000
50,RM,12150,OldTown,5,1954,1795,0,2,4,1,352,131500
20,RM,12702,OldTown,5,1956,882,0,1,2,1,308,97000
20,RM,8516,OldTown,4,1958,1093,0,1,2,1,308,115500
30,RL,7111,BrkSide,5,1928,1143,0,1,2,1,288,138000
50,RM,7425,BrkSide,7,1945,1668,0,1,3,1,252,108000
40,RM,9100,BrkSide,5,1930,935,0,1,2,1,308,79500
50,RL,7010,BrkSide,5,1935,1738,0,2,3,1,240,153000
45,RM,6130,BrkSide,5,1924,784,1,1,2,0,0,109500
50,RM,5000,BrkSide,5,1941,1210,0,1,3,1,240,124000
70,RM,5870,BrkSide,6,1900,1290,0,1,3,1,200,106900
50,RM,6000,BrkSide,6,1940,1672,0,1,3,1,240,164900
30,RM,6000,BrkSide,5,1924,949,0,1,2,2,370,119000
50,RM,6000,BrkSide,6,1929,1158,0,1,3,1,208,120000
50,RM,6000,BrkSide,6,1937,1497,0,2,3,1,672,157000
50,RM,6000,BrkSide,6,1939,1342,0,2,2,1,240,105000
45,RM,5000,BrkSide,6,1926,1013,0,1,3,1,160,113000
50,RM,5520,BrkSide,5,1920,1216,1,1,3,1,355,115000
20,RM,5940,BrkSide,4,1946,896,,1,2,1,280,79000
50,RM,6240,BrkSide,4,1929,1136,0,1,2,1,336,123000
30,RM,6120,BrkSide,5,1945,808,0,1,1,1,164,81300
50,RM,6240,BrkSide,5,1930,1573,0,2,3,2,360,162900
50,RM,6240,BrkSide,7,1939,2009,0,2,4,2,400,150000
70,RM,6120,OldTown,5,1923,1902,0,2,4,2,576,123500
50,RM,6120,OldTown,7,1931,1774,0,2,2,2,468,129900
70,RM,6155,BrkSide,6,1920,1362,0,2,3,2,502,128000
30,RM,6324,BrkSide,4,1927,520,0,1,1,1,240,68500
50,RM,8635,BrkSide,5,1948,1285,1,1,2,1,240,127000
50,RL,13053,BrkSide,6,1923,1848,0,1,4,2,370,207000
50,RL,9120,BrkSide,7,1925,1820,1,2,4,1,240,184000
50,RL,9144,BrkSide,6,1915,1716,0,2,4,2,672,162500
50,RL,9144,BrkSide,5,1940,1505,1,1,3,1,240,145000
30,RL,10267,BrkSide,6,1918,838,1,1,2,1,275,130000
60,RM,8094,OldTown,6,1910,1984,0,2,5,1,360,160000
70,RM,5100,OldTown,8,1925,1666,0,1,3,1,228,161000
50,RM,4347,OldTown,6,1910,1609,0,1,3,1,228,127500
30,RM,6291,IDOTRR,6,1930,768,0,1,1,2,440,93850
70,RM,10266,IDOTRR,6,1952,1536,0,1,4,1,308,136000
50,RM,6876,IDOTRR,6,1938,1969,0,2,4,2,400,141000
50,RM,10320,IDOTRR,5,1915,1308,0,2,2,2,400,120000
30,RM,7200,IDOTRR,6,1925,1040,0,1,2,2,320,127500
50,RM,7006,IDOTRR,6,1925,1236,1,2,3,1,384,127000
50,RM,7920,IDOTRR,6,1920,1406,0,1,3,0,0,89500
20,RM,8235,OldTown,5,1955,825,1,1,2,2,720,125000
50,RM,5586,OldTown,6,1920,1198,0,1,4,0,0,79900
30,RM,10320,IDOTRR,5,1912,759,0,1,1,2,576,85000
190,RM,10320,IDOTRR,3,1915,1344,0,2,3,0,0,82375
50,RM,10320,IDOTRR,6,1906,1469,0,1,3,1,216,135000
20,RL,9488,Sawyer,5,1947,1054,0,1,3,1,240,124000
20,RL,8250,Sawyer,5,1968,1211,0,1,3,1,322,134000
50,RL,21286,Sawyer,5,1948,1271,0,2,4,1,312,135000
50,RL,17120,ClearCr,4,1959,1588,0,2,4,2,680,134432
190,RL,10106,Edwards,5,1940,1355,1,2,4,0,0,127500
85,RL,11235,Sawyer,5,1963,1075,1,1,3,2,440,148000
20,RL,11200,Sawyer,5,1965,1040,1,1,3,1,384,129500
80,RL,13014,Sawyer,6,1978,1096,1,1,3,2,484,157500
20,RL,7162,Sawyer,5,1966,904,0,1,3,1,408,109900
20,RL,10265,Sawyer,5,1967,992,1,1,3,1,294,145000
20,RL,9764,Sawyer,5,1967,894,1,1,3,2,450,130000
85,RL,7703,Sawyer,6,1978,1034,0,1,3,2,504,153000
20,RL,9981,Sawyer,5,1967,1073,0,1,3,1,270,120000
85,RL,7400,Sawyer,5,1984,1126,1,1,2,2,506,152000
90,RL,12900,Sawyer,4,1969,1258,2,0,0,2,400,108959
190,RL,12900,Sawyer,5,1920,1140,1,1,3,2,400,95541
20,RL,9000,Sawyer,5,1959,1006,0,1,3,0,0,80000
20,RL,8544,Sawyer,5,1966,1228,0,1,3,1,271,149350
20,RL,9239,Sawyer,5,1963,960,1,1,3,1,300,144900
20,RL,14175,Sawyer,6,1956,1188,1,1,1,2,621,185000
20,RL,13284,Sawyer,5,1954,1383,1,1,3,1,354,165000
20,RL,13500,ClearCr,6,1960,1252,1,1,1,2,564,235000
80,RL,13825,Sawyer,5,1958,1601,0,1,3,1,300,140000
30,RL,10200,Sawyer,5,1940,672,0,1,2,1,240,108000
190,RL,10532,ClearCr,5,1960,1721,1,2,3,2,626,145000
50,RL,8375,Sawyer,5,1941,1350,1,1,2,3,627,152400
80,RL,10200,Sawyer,5,1970,904,0,1,3,3,912,144000
120,RL,2887,ClearCr,6,1996,1291,1,1,2,2,431,173000
60,RL,10005,ClearCr,7,1977,2022,0,2,4,2,505,192000
20,RL,20270,ClearCr,7,1979,1524,1,2,3,2,478,245000
20,RL,39104,ClearCr,7,1954,1363,1,1,2,2,439,241500
20,RL,53227,ClearCr,4,1954,1663,1,1,2,2,529,256000
80,RL,11512,Edwards,6,1959,1357,1,1,2,1,312,177000
50,RL,5190,Edwards,7,1948,1079,0,1,2,1,249,125600
20,RL,10452,Edwards,6,1953,1094,0,1,3,2,495,155000
50,RL,45600,ClearCr,6,1908,2358,0,3,5,2,360,240000
30,RL,19550,Edwards,5,1940,1518,1,1,2,0,0,260000
50,RL,21780,Edwards,6,1918,1674,0,2,4,2,396,185000
70,RL,13728,Edwards,6,1935,2108,0,2,4,2,540,235000
20,RL,9571,Edwards,5,1956,1509,1,1,3,1,322,159900
90,RL,9350,Edwards,5,1975,864,1,1,2,0,0,99600
60,RL,9360,Edwards,6,1962,1269,0,1,3,1,280,134500
50,RL,8405,Edwards,5,1900,1367,1,1,4,1,384,119000
190,RL,7000,Edwards,5,1910,1347,1,1,3,0,0,107500
190,RL,10880,Edwards,5,1950,1164,1,1,3,1,240,125000
50,RL,9600,Edwards,6,1924,1096,0,1,2,0,0,79000
50,RL,9084,Edwards,5,1941,1111,0,1,3,1,200,95000
60,RL,11839,SawyerW,7,1990,2329,1,2,4,2,514,262280
60,RL,9771,SawyerW,6,1995,2814,0,2,4,2,614,260000
20,RL,9938,SawyerW,7,1994,1626,1,2,3,2,534,226500
60,RL,14171,SawyerW,7,1993,2200,0,2,4,2,453,225000
80,RL,10541,SawyerW,7,1996,2037,0,2,3,2,472,229000
60,RL,10616,CollgCr,7,2007,1356,0,2,3,2,484,177439
20,RL,9345,CollgCr,8,2007,1615,0,2,3,3,864,248500
20,RL,11778,CollgCr,9,2008,2276,1,2,3,3,1348,475000
20,RL,11778,CollgCr,9,2008,1766,1,2,3,3,874,395039
60,RL,11228,SawyerW,7,1993,2097,0,2,3,3,678,228000
80,RL,11454,SawyerW,8,1995,1511,1,2,3,3,811,225000
20,RL,11500,ClearCr,6,1966,1643,1,2,2,2,438,195000
60,RL,12798,ClearCr,6,1997,1688,1,2,4,2,603,200000
20,RL,9750,CollgCr,5,1994,990,1,1,3,2,528,155000
20,RL,9525,CollgCr,5,1995,1099,0,1,3,1,352,144000
20,RL,9245,CollgCr,5,1994,990,0,1,3,2,672,145000
20,RL,8696,CollgCr,7,1997,1418,1,2,3,2,558,226001
60,RL,13142,CollgCr,6,1997,1771,1,2,3,2,600,215700
60,RL,8998,CollgCr,7,2000,1652,0,2,3,2,532,207500
60,RL,9179,CollgCr,7,1999,1790,1,2,3,2,588,193000
60,RL,8924,CollgCr,7,1998,1724,0,2,3,2,527,188000
20,RL,9382,CollgCr,7,1999,1479,0,2,3,2,577,191000
20,RL,12803,CollgCr,7,2002,1494,1,2,3,2,530,221000
60,RL,12435,CollgCr,7,2001,1792,0,2,3,2,564,231500
60,RL,12192,CollgCr,7,2000,1823,1,2,3,2,626,235000
60,RL,11250,CollgCr,7,2001,1786,1,2,3,2,608,223500
20,RL,9200,CollgCr,5,1975,938,1,1,3,1,308,130250
80,RL,8385,CollgCr,5,1977,985,0,2,3,1,328,149900
20,RL,12250,CollgCr,5,1978,1174,1,1,3,2,528,158000
80,RL,10970,CollgCr,6,1978,1026,1,1,3,2,576,147000
20,RL,9216,CollgCr,5,1975,1076,0,1,3,2,576,143195
20,RL,14330,CollgCr,5,1975,1558,1,2,2,2,440,163000
20,RL,7990,CollgCr,5,1975,924,0,1,3,1,280,110000
20,RL,7180,CollgCr,5,1972,864,0,1,3,1,352,127000
20,RL,7200,CollgCr,5,1972,780,0,1,2,1,352,124900
20,RL,9742,CollgCr,8,2002,1795,0,2,3,2,534,230000
60,RL,9473,CollgCr,8,2002,2031,1,2,3,2,577,237000
60,RL,10316,CollgCr,7,2000,1865,1,2,3,3,839,235000
60,RL,10400,CollgCr,7,2001,2161,0,2,3,2,570,230500
60,RL,9066,CollgCr,8,1999,1852,0,2,3,3,660,230000
60,RL,11404,CollgCr,7,1998,2031,0,2,3,2,541,222500
60,RL,9240,CollgCr,8,2001,2263,0,2,3,2,905,287000
60,RL,9720,CollgCr,9,2001,1947,1,2,3,3,725,274000
20,RL,14860,CollgCr,8,2002,1786,1,2,3,3,715,300000
60,RL,11250,CollgCr,8,2002,2290,0,2,4,2,779,255900
60,RL,8158,CollgCr,7,2003,1768,1,2,3,2,543,224900
60,RL,10905,CollgCr,7,2003,2327,0,2,4,2,596,240000
60,RL,7226,CollgCr,7,2003,1640,0,2,3,2,595,183000
60,RL,11690,CollgCr,8,1999,1764,0,2,3,2,560,207000
60,RL,8750,CollgCr,7,1994,1908,1,2,4,2,493,210000
120,RM,4435,CollgCr,6,2003,848,1,1,1,2,420,136500
120,RM,4426,CollgCr,6,2004,848,1,1,1,2,420,145000
20,RL,13125,CollgCr,6,1997,1493,1,2,3,2,508,208900
90,RM,10126,CollgCr,6,1997,1838,2,2,2,3,721,185000
20,RL,9135,CollgCr,7,2002,1536,1,2,3,2,532,214000
60,RL,8450,CollgCr,7,2003,1710,1,2,3,2,548,208500
20,RL,9750,CollgCr,7,2004,1445,0,2,3,2,470,186500
20,RL,8450,CollgCr,7,2004,1436,1,2,3,2,484,210000
60,RL,8320,CollgCr,7,2004,1582,0,2,3,2,520,185900
20,RL,11049,CollgCr,8,2007,1234,0,2,3,2,484,179900
20,RL,11058,CollgCr,7,2007,1564,0,2,3,3,814,218836
20,RL,9627,CollgCr,7,2007,1361,0,2,3,2,610,193000
60,RL,8199,CollgCr,7,2005,1456,1,2,3,2,410,189000
120,RM,4426,CollgCr,6,2004,848,1,1,1,2,420,149300
120,RM,4426,CollgCr,6,2004,848,1,1,1,2,420,141000
120,RM,4438,CollgCr,6,2004,848,1,1,1,2,420,149000
120,RM,4438,CollgCr,6,2004,848,1,1,1,2,420,144500
30,RL,8777,Edwards,5,1910,796,0,1,2,0,0,85000
90,RL,8777,Edwards,5,1900,2200,2,2,4,0,0,145900
20,RL,9825,Edwards,5,1966,1092,0,1,3,1,264,123000
20,RL,9937,Edwards,5,1965,1256,1,1,3,1,276,147500
85,RL,12102,Edwards,5,1976,1033,0,1,3,2,504,165000
20,RL,6500,Edwards,6,1976,1127,0,1,3,2,480,135000
30,RL,13907,Edwards,5,1940,996,1,1,3,0,0,108000
85,RL,10012,Edwards,4,1972,1181,1,2,3,2,588,137500
60,RL,6931,Edwards,7,2003,1656,0,2,3,2,397,165400
80,RL,9638,Edwards,6,1977,1117,1,1,3,2,542,147000
60,RL,7200,Edwards,6,1976,1398,0,1,3,2,440,160500
20,RL,7024,Edwards,4,2005,1132,1,1,2,2,451,176000
20,RL,47007,Edwards,5,1959,3820,,3,5,2,624,284700
60,RL,63887,Edwards,10,2008,5642,2,2,3,2,1418,160000
180,RM,3675,Edwards,6,2005,1072,1,1,2,2,525,148000
90,RL,6040,Edwards,4,1955,1152,0,2,2,0,0,82000
90,RL,6012,Edwards,4,1955,1152,0,2,2,0,0,82000
90,RL,12108,Edwards,4,1955,1440,0,2,4,0,0,118000
90,RL,6845,Edwards,4,1955,1152,0,2,2,0,0,82500
190,RL,6931,Edwards,4,1955,784,1,1,2,0,0,91900
50,RL,12180,Edwards,5,1938,1053,0,1,2,0,0,120000
50,RL,8050,Edwards,5,1947,1137,0,1,4,0,0,96000
20,RL,9520,Edwards,4,1953,930,0,1,2,1,286,99000
50,RL,11767,Edwards,5,1946,1200,0,1,3,1,240,130500
50,RL,8172,Edwards,4,1954,1470,0,2,4,1,548,135000
50,RL,16466,Edwards,5,1955,1393,0,1,3,1,300,135500
80,RL,7692,Edwards,4,1954,1204,0,1,3,1,312,100000
30,RL,5142,Edwards,4,1923,1292,0,1,3,1,205,108000
30,RL,5604,Edwards,5,1925,864,1,1,2,0,0,98000
30,RL,8248,Edwards,3,1914,864,1,1,2,0,0,67000
190,RL,5687,SWISU,5,1912,1716,1,2,6,0,0,135900
70,RH,12155,SWISU,6,1925,1482,0,2,4,1,400,140000
75,RL,8400,SWISU,5,1939,2192,0,2,4,1,240,179500
50,RL,8400,SWISU,6,1925,1694,0,2,4,2,576,136500
30,RL,7290,SWISU,7,1921,1424,0,2,2,1,312,168000
70,RH,8525,SWISU,5,1911,1964,0,1,4,0,0,130000
70,RL,9842,SWISU,5,1921,2601,0,3,4,2,621,189000
90,RL,7804,SWISU,6,1930,1920,2,2,4,2,480,161900
70,RL,8969,Crawfor,6,1926,1316,1,1,2,1,369,145000
70,RL,11526,Crawfor,6,1922,2555,0,2,3,2,672,191000
70,RL,15576,Crawfor,6,1915,1680,0,2,4,1,308,177000
50,RL,15564,Crawfor,6,1914,1264,0,1,3,2,400,147500
30,RL,6292,SWISU,6,1930,790,0,1,2,1,160,91000
70,RL,7609,Crawfor,8,1925,1512,1,2,3,1,180,231000
50,RL,10480,SWISU,6,1936,1639,0,1,3,1,240,115000
70,RL,9650,Crawfor,6,1923,1603,0,1,4,2,599,138000
70,RL,7200,Crawfor,7,1931,1502,0,1,3,1,270,149000
70,RL,11988,Crawfor,6,1934,1660,0,1,3,1,240,188700
50,RL,11700,Crawfor,5,1937,1938,0,2,4,1,240,198000
50,RL,9260,Crawfor,5,1938,1374,0,1,3,1,225,110000
20,RL,7801,Crawfor,6,1951,1091,0,1,2,1,344,104000
70,RL,9670,Crawfor,8,1935,1873,0,1,4,2,786,257076
50,RL,14100,Crawfor,8,1935,3447,0,3,4,3,1014,381000
50,RL,15660,Crawfor,7,1939,1954,0,1,3,2,431,311500
50,RL,12392,Crawfor,7,1950,2161,1,2,3,2,506,263400
20,RL,26073,Crawfor,5,1956,1898,0,2,3,2,484,236500
20,RL,14778,Crawfor,6,1954,1640,1,1,3,2,924,224000
160,RM,1879,Blueste,6,1980,1032,0,1,2,2,462,116500
160,RM,1950,Blueste,6,1980,1556,1,2,3,2,452,151000
30,RM,7000,IDOTRR,6,1926,919,1,1,2,1,195,126000
50,RM,6000,IDOTRR,6,1940,1090,0,1,3,1,240,120000
30,RM,3636,IDOTRR,4,1922,796,0,1,2,0,0,55000
30,RM,5890,IDOTRR,6,1930,816,0,1,2,1,432,120500
30,RM,6900,IDOTRR,5,1940,778,0,1,2,1,924,120500
50,RM,8155,IDOTRR,5,1930,1200,0,1,4,0,0,119000
80,RM,6000,IDOTRR,5,1967,1656,0,1,3,1,288,126000
30,RM,7392,IDOTRR,5,1930,912,0,1,2,1,360,99500
50,RM,9000,IDOTRR,5,1958,1955,0,2,4,1,356,165500
20,A (agr),14584,IDOTRR,1,1952,733,0,1,2,2,487,13100
70,C (all),5280,IDOTRR,4,1895,1361,0,1,2,1,185,89000
70,C (all),8500,IDOTRR,4,1920,1317,0,1,3,1,250,40000
50,C (all),5150,IDOTRR,4,1910,1049,0,1,2,1,195,80900
30,C (all),18000,IDOTRR,3,1935,894,0,1,2,3,1248,81000
70,C (all),9000,IDOTRR,4,1920,864,0,1,3,1,216,65000
120,RM,5587,Crawfor,8,2008,1652,1,2,2,2,482,392500
120,RM,3843,Crawfor,8,2007,1648,1,2,2,2,525,294464
120,RM,3811,Crawfor,7,2004,1646,1,2,2,2,482,250000
120,RM,3842,Crawfor,8,2004,1646,1,2,2,2,482,275000
20,RL,23730,Mitchel,7,1996,2032,1,3,3,3,786,300000
20,RL,13265,Mitchel,8,2002,1689,1,2,3,3,857,271000
60,RL,11050,Mitchel,7,1996,1820,0,2,3,3,816,213000
80,RL,9880,Mitchel,6,1977,1118,1,1,3,1,358,171000
20,RL,10125,Mitchel,6,1977,1279,0,2,3,2,473,171500
90,RL,10260,Mitchel,5,1976,1872,0,2,4,2,484,100000
20,RL,9990,Mitchel,4,1991,1689,1,2,3,2,432,228500
190,RL,164660,Timber,5,1965,1786,2,2,3,2,529,228950
120,RL,4084,Timber,7,1986,1501,1,2,2,2,512,241500
20,RL,15498,Timber,8,1976,2898,1,2,2,2,665,287000
20,RL,11563,Timber,8,2006,1537,1,2,3,3,788,294000
20,RL,9520,Timber,8,2007,1646,1,2,3,3,800,293077
60,RL,12852,Timber,8,2007,1780,1,2,3,2,612,264966
80,RL,9802,Timber,5,2006,1442,0,2,3,2,400,172500
80,RL,9735,Timber,5,2006,1394,0,2,3,2,400,167500
60,RL,12018,Timber,7,2008,1612,0,2,3,3,666,218689
20,RL,12890,Timber,6,1989,1495,0,2,3,2,438,150000
20,RL,12416,Timber,6,1986,1651,1,2,3,2,616,184000
20,RL,18265,Timber,6,1986,1256,0,2,3,2,578,180000
80,RL,10200,Timber,6,1988,1509,1,2,3,2,600,175000
20,RL,11202,Timber,8,2003,1440,1,2,3,2,467,232500
20,RL,7915,Timber,6,1999,1675,1,2,3,2,435,195000
60,RL,12244,Timber,8,2003,2262,1,2,4,3,749,305000
20,RL,11449,Timber,8,2007,1728,1,2,3,2,520,298751
20,RL,11447,Timber,8,2005,1964,1,2,3,3,892,370000
90,RM,8940,Mitchel,7,1997,1344,2,2,2,4,784,209200
90,RM,7060,Mitchel,7,1997,1344,2,2,2,4,784,206300
20,RL,9278,Mitchel,5,2007,1092,0,1,2,0,0,146000
120,RM,4500,Mitchel,6,1997,1189,1,2,2,2,392,160500
85,RL,14137,Mitchel,4,1964,1200,1,1,3,3,850,173000
120,RM,4224,MeadowV,5,1975,1040,0,1,3,2,499,124000
160,RM,2665,MeadowV,5,1976,1304,0,1,3,1,336,115000
160,RM,2665,MeadowV,5,1976,1475,0,2,4,1,336,129500
180,RM,1974,MeadowV,4,1973,988,1,1,2,1,297,105000
180,RM,1596,MeadowV,4,1973,988,1,1,1,1,297,94900
20,RL,17979,Mitchel,5,1968,1160,1,1,3,1,257,152500
160,RM,1477,MeadowV,6,1970,1092,0,2,3,0,0,98000
180,RM,1890,MeadowV,4,1972,630,1,1,1,0,0,81000
20,RL,21750,Mitchel,5,1954,988,0,1,2,2,520,113000
20,RL,6490,Mitchel,5,1983,816,0,1,2,1,264,128500
20,RL,6951,Mitchel,5,1984,923,1,1,3,1,264,119500
20,RL,6600,Mitchel,5,1982,816,0,1,3,1,264,130500
20,RL,6600,Mitchel,5,1982,816,1,1,2,2,816,138000
20,RL,6600,Mitchel,5,1982,845,0,1,3,1,264,134500
50,RL,12508,Mitchel,6,1940,1750,1,2,4,1,423,160000
20,RL,12395,Mitchel,5,1984,889,0,1,3,2,484,137500
